authority,contract_org_type,domain,funding_class_penalty,funding_color_weight,funding_source,gate,gate_class_penalty,gate_dependency_mult,gate_domain_mult,gate_evidence_mult,gate_exec_mult,gate_latency_boost,gate_penalty_factor,gate_portfolio_mult,gate_prob_base,gate_prob_final,gate_shock_factor,gate_sponsor_mult,gate_stage_age,gate_status_mult,gate_support_mult,gate_test_mult,intel,kinetic,latency_in_stage,legal_caveats,legal_favorable,legal_penalty_applied,legal_status,legal_status_at_test,legal_status_mult,legal_unfavorable,org_type,outcome,prime_contractor,program_office,project_id,researcher_id,service_component,sponsor,stage,tick,trl
Title10,,Autonomy_UxS,0.0,1.0,POM,funding,,,1.0,,,1.1,0.4,1.0,0.225,0.102802,1.0,1.18,5,1.0,0.88,,ISR,NonKinetic,5,,,,favorable,,,,Commercial,fail,NG,PEO C4I,AF_BA3_001,16,Air Force,Service HQ,prototype_demo,5,2
Title10;Title50,,Biotechnology,0.0,1.0,UFR,funding,,,1.0,,,1.06,0.4,1.0,0.175,0.077049,1.0,1.18,3,1.0,0.88,,CBRNE,NonKinetic,3,,,,favorable,,,,GovContractor,fail,SAIC,NRL,CBDP_BA3_001,24,CBDP,Service HQ,prototype_demo,5,4
Title10;Title50,,Sensors,0.0,0.75,ProgramBase,funding,,,1.0,,,1.1,0.4,1.0,0.15,0.068534,1.0,1.18,5,1.0,0.88,,CBRNE,Kinetic,5,,,,favorable,,,,Commercial,fail,LM,AFLCMC,CBDP_BA4_001,25,CBDP,Service HQ,functional_test,5,2
Title10,,Medical,0.0,0.75,POM,funding,,,1.0,,,1.06,0.4,1.0,0.135,0.059438,1.0,1.18,3,1.0,0.88,,Medical,NonKinetic,3,,,,favorable,,,,GovContractor,fail,LM,DARPA,DHA_BA4_001,27,DHA,POC-User,functional_test,5,2
MIP,,ISR,0.0,1.0,POM,funding,,,1.0,,,1.02,0.600162,1.0,0.225,0.130024,1.0,1.18,1,1.0,0.8,,MultiINT,Kinetic,1,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,DEVCOM,MIP_SENS_001,29,Defense Intel,Service HQ,prototype_demo,5,3
Title10,,Foundational_Science,0.0,1.0,UFR,funding,,,1.0,,,1.1,0.4,1.0,0.175,0.079957,1.0,1.18,5,1.0,0.88,,NA,NonKinetic,5,,,,favorable,,,,Commercial,fail,SAIC,DEVCOM,NAVY_BA2_002,34,Navy,Agency,feasibility,5,2
Title10,Commercial,Air_Dominance,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.08,0.4,,0.45,0.1944,,,4,1.0,,,NA,NonKinetic,4,,,,favorable,,,,Commercial,fail,LM,DEVCOM,AF_BA2_002,38,Air Force,Agency,feasibility,5,3
Title10,,C2_JADC2,0.0,1.0,ProgramBase,funding,,,1.0,,,1.1,0.4,1.0,0.25,0.114224,1.0,1.18,5,1.0,0.88,,ISR,Kinetic,5,,,,favorable,,,,Commercial,fail,NG,NRL,0603766E,1,DARPA,Service HQ,prototype_demo,6,3
Title10,,Strike,0.0,0.75,POM,funding,,,1.0,,,1.02,0.442225,1.0,0.135,0.063233,1.0,1.18,1,1.0,0.88,,ISR,NonKinetic,1,,,,favorable,,,,Commercial,fail,None,NAVWAR,0603892C,4,MDA,POC-User,functional_test,6,4
Title10,,Test_Ranges,0.0,0.75,ProgramBase,funding,,,1.0,,,1.1,0.4,1.0,0.15,0.068534,1.0,1.18,5,1.0,0.88,,NA,Kinetic,5,,,,favorable_with_caveats,,,,GovContractor,fail,NG,DARPA,NAVY_BA6_001,14,Navy,Service HQ,operational_test,6,2
Title10,,Air_Dominance,0.0,1.0,ProgramBase,funding,,,1.0,,,1.1,0.4,1.0,0.25,0.114224,1.0,1.18,5,1.0,0.88,,NA,NonKinetic,5,,,,favorable,,,,GovContractor,fail,NG,NAVWAR,AF_BA2_001,15,Air Force,POC-User,feasibility,6,4
Title10,Commercial,Autonomy_UxS,,,POM,contracting,0.0,,1.0,,1.0,1.12,0.4,,0.45,0.2016,,,6,1.0,,,ISR,NonKinetic,6,,,,favorable,,,,Commercial,fail,NG,PEO C4I,AF_BA3_001,16,Air Force,Service HQ,prototype_demo,6,2
Title10;Title50,,Biotechnology,0.0,1.0,UFR,funding,,,1.0,,,1.08,0.4,1.0,0.175,0.078503,1.0,1.18,4,1.0,0.88,,CBRNE,NonKinetic,4,,,,favorable,,,,GovContractor,fail,SAIC,NRL,CBDP_BA3_001,24,CBDP,Service HQ,prototype_demo,6,4
Title10;Title50,,Sensors,0.0,0.75,ProgramBase,funding,,,1.0,,,1.12,0.4,1.0,0.15,0.06978,1.0,1.18,6,1.0,0.88,,CBRNE,Kinetic,6,,,,favorable,,,,Commercial,fail,LM,AFLCMC,CBDP_BA4_001,25,CBDP,Service HQ,functional_test,6,2
Title10,,Medical,0.0,0.75,POM,funding,,,1.0,,,1.08,0.4,1.0,0.135,0.060559,1.0,1.18,4,1.0,0.88,,Medical,NonKinetic,4,,,,favorable,,,,GovContractor,fail,LM,DARPA,DHA_BA4_001,27,DHA,POC-User,functional_test,6,2
MIP,,ISR,0.0,1.0,POM,funding,,,1.0,,,1.04,0.5103,1.0,0.225,0.112723,1.0,1.18,2,1.0,0.8,,MultiINT,Kinetic,2,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,DEVCOM,MIP_SENS_001,29,Defense Intel,Service HQ,prototype_demo,6,3
Title10,,Foundational_Science,0.0,1.0,UFR,funding,,,1.0,,,1.12,0.4,1.0,0.175,0.081411,1.0,1.18,6,1.0,0.88,,NA,NonKinetic,6,,,,favorable,,,,Commercial,fail,SAIC,DEVCOM,NAVY_BA2_002,34,Navy,Agency,feasibility,6,2
Title10,,Air_Dominance,0.0,1.0,ProgramBase,funding,,,1.0,,,1.1,0.4,1.0,0.25,0.114224,1.0,1.18,5,1.0,0.88,,NA,NonKinetic,5,,,,favorable,,,,Commercial,fail,LM,DEVCOM,AF_BA2_002,38,Air Force,Agency,feasibility,6,3
Title10,,C2_JADC2,0.0,1.0,ProgramBase,funding,,,1.0,,,1.12,0.4,1.0,0.25,0.116301,1.0,1.18,6,1.0,0.88,,ISR,Kinetic,6,,,,favorable,,,,Commercial,fail,NG,NRL,0603766E,1,DARPA,Service HQ,prototype_demo,7,3
Title10,,Foundational_Science,0.0,1.0,POM,attempt,,,1.0,,,1.12,0.4,1.0,0.25,0.116301,1.0,1.18,6,1.0,0.88,,NA,NonKinetic,,,,,not_conducted,,,,Commercial,start,SAIC,DEVCOM,OUSD_SCI_001,3,OUSD(R&E),POC-User,,7,2
Title10,,Foundational_Science,0.0,1.0,POM,funding,,,1.0,,,1.0,0.4,1.0,0.225,0.093456,1.0,1.18,0,1.0,0.88,,NA,NonKinetic,0,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,DEVCOM,OUSD_SCI_001,3,OUSD(R&E),POC-User,feasibility,7,2
Title10,,Strike,0.0,0.75,POM,funding,,,1.0,,,1.04,0.4,1.0,0.135,0.058317,1.0,1.18,2,1.0,0.88,,ISR,NonKinetic,2,,,,favorable,,,,Commercial,fail,None,NAVWAR,0603892C,4,MDA,POC-User,functional_test,7,4
Title10,,Test_Ranges,0.0,0.75,ProgramBase,funding,,,1.0,,,1.12,0.4,1.0,0.15,0.06978,1.0,1.18,6,1.0,0.88,,NA,Kinetic,6,,,,favorable_with_caveats,,,,GovContractor,fail,NG,DARPA,NAVY_BA6_001,14,Navy,Service HQ,operational_test,7,2
Title10,,Air_Dominance,0.0,1.0,ProgramBase,funding,,,1.0,,,1.12,0.4,1.0,0.25,0.116301,1.0,1.18,6,1.0,0.88,,NA,NonKinetic,6,,,,favorable,,,,GovContractor,fail,NG,NAVWAR,AF_BA2_001,15,Air Force,POC-User,feasibility,7,4
Title10,,Autonomy_UxS,0.0,1.0,POM,funding,,,1.0,,,1.14,0.4,1.0,0.225,0.10654,1.0,1.18,7,1.0,0.88,,ISR,NonKinetic,7,,,,favorable,,,,Commercial,fail,NG,PEO C4I,AF_BA3_001,16,Air Force,Service HQ,prototype_demo,7,2
Title10;Title50,,Biotechnology,0.0,1.0,UFR,funding,,,1.0,,,1.1,0.4,1.0,0.175,0.079957,1.0,1.18,5,1.0,0.88,,CBRNE,NonKinetic,5,,,,favorable,,,,GovContractor,fail,SAIC,NRL,CBDP_BA3_001,24,CBDP,Service HQ,prototype_demo,7,4
Title10;Title50,,Sensors,0.0,0.75,ProgramBase,funding,,,1.0,,,1.14,0.4,1.0,0.15,0.071027,1.0,1.18,7,1.0,0.88,,CBRNE,Kinetic,7,,,,favorable,,,,Commercial,fail,LM,AFLCMC,CBDP_BA4_001,25,CBDP,Service HQ,functional_test,7,2
Title10,,Medical,0.0,0.75,POM,funding,,,1.0,,,1.1,0.4,1.0,0.135,0.061681,1.0,1.18,5,1.0,0.88,,Medical,NonKinetic,5,,,,favorable,,,,GovContractor,fail,LM,DARPA,DHA_BA4_001,27,DHA,POC-User,functional_test,7,2
MIP,,ISR,0.0,1.0,POM,funding,,,1.0,,,1.06,0.429887,1.0,0.225,0.096787,1.0,1.18,3,1.0,0.8,,MultiINT,Kinetic,3,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,DEVCOM,MIP_SENS_001,29,Defense Intel,Service HQ,prototype_demo,7,3
Title10,,Foundational_Science,0.0,1.0,UFR,funding,,,1.0,,,1.14,0.4,1.0,0.175,0.082864,1.0,1.18,7,1.0,0.88,,NA,NonKinetic,7,,,,favorable,,,,Commercial,fail,SAIC,DEVCOM,NAVY_BA2_002,34,Navy,Agency,feasibility,7,2
Title10,,Air_Dominance,0.0,1.0,ProgramBase,funding,,,1.0,,,1.12,0.4,1.0,0.25,0.116301,1.0,1.18,6,1.0,0.88,,NA,NonKinetic,6,,,,favorable,,,,Commercial,fail,LM,DEVCOM,AF_BA2_002,38,Air Force,Agency,feasibility,7,3
Title10,,C2_JADC2,,,ProgramBase,test,0.0,1.0,1.0,0.75,,1.14,0.4,1.0,0.6,0.2052,1.0,,7,1.0,,1.0,ISR,Kinetic,7,,,,favorable,favorable,,,Commercial,pass,NG,NRL,0603766E,1,DARPA,Service HQ,prototype_demo,8,4
Title10,,Foundational_Science,0.0,1.0,POM,funding,,,1.0,,,1.02,0.4,1.0,0.225,0.095325,1.0,1.18,1,1.0,0.88,,NA,NonKinetic,1,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,DEVCOM,OUSD_SCI_001,3,OUSD(R&E),POC-User,feasibility,8,2
Title10,,Strike,0.0,0.75,POM,funding,,,1.0,,,1.06,0.4,1.0,0.135,0.059438,1.0,1.18,3,1.0,0.88,,ISR,NonKinetic,3,,,,favorable,,,,Commercial,fail,None,NAVWAR,0603892C,4,MDA,POC-User,functional_test,8,4
Title10,,Sensors,0.0,0.75,ProgramBase,attempt,,,1.0,,,1.06,0.4,1.0,0.135,0.059438,1.0,1.18,3,1.0,0.88,,ISR,NonKinetic,,,,,not_conducted,,,,Commercial,start,LM,AFLCMC,MDA_HYP_001,6,MDA,POC-User,,8,3
Title10,,Sensors,0.0,1.0,ProgramBase,funding,,,1.0,,,1.0,0.4,1.0,0.25,0.10384,1.0,1.18,0,1.0,0.88,,ISR,NonKinetic,0,,,,not_conducted,,,,Commercial,fail,LM,AFLCMC,MDA_HYP_001,6,MDA,POC-User,prototype_demo,8,3
Title10,,Test_Ranges,0.0,0.75,ProgramBase,funding,,,1.0,,,1.14,0.4,1.0,0.15,0.071027,1.0,1.18,7,1.0,0.88,,NA,Kinetic,7,,,,favorable_with_caveats,,,,GovContractor,fail,NG,DARPA,NAVY_BA6_001,14,Navy,Service HQ,operational_test,8,2
Title10,,Air_Dominance,0.0,1.0,ProgramBase,funding,,,1.0,,,1.14,0.4,1.0,0.25,0.118378,1.0,1.18,7,1.0,0.88,,NA,NonKinetic,7,,,,favorable,,,,GovContractor,fail,NG,NAVWAR,AF_BA2_001,15,Air Force,POC-User,feasibility,8,4
Title10,,Autonomy_UxS,0.0,1.0,POM,funding,,,1.0,,,1.16,0.4,1.0,0.225,0.108409,1.0,1.18,8,1.0,0.88,,ISR,NonKinetic,8,,,,favorable,,,,Commercial,fail,NG,PEO C4I,AF_BA3_001,16,Air Force,Service HQ,prototype_demo,8,2
Title10;Title50,GovContractor,Biotechnology,,,UFR,contracting,0.0,,1.0,,1.0,1.12,0.4,,0.55,0.2464,,,6,1.0,,,CBRNE,NonKinetic,6,,,,favorable,,,,GovContractor,fail,SAIC,NRL,CBDP_BA3_001,24,CBDP,Service HQ,prototype_demo,8,4
Title10;Title50,,Sensors,0.0,0.75,ProgramBase,funding,,,1.0,,,1.16,0.4,1.0,0.15,0.072273,1.0,1.18,8,1.0,0.88,,CBRNE,Kinetic,8,,,,favorable,,,,Commercial,fail,LM,AFLCMC,CBDP_BA4_001,25,CBDP,Service HQ,functional_test,8,2
Title10,,Medical,0.0,0.75,Partner,attempt,,,1.0,,,1.16,0.4,1.0,0.15,0.072273,1.0,1.18,8,1.0,0.88,,Medical,NonKinetic,,,,,not_conducted,,,,Commercial,start,NG,AFLCMC,DHA_BA2_001,26,DHA,Service HQ,,8,4
Title10,,Medical,0.0,1.0,Partner,funding,,,1.0,,,1.0,0.49,1.0,0.1875,0.095403,1.0,1.18,0,1.0,0.88,,Medical,NonKinetic,0,,,,favorable_with_caveats,,,,Commercial,fail,NG,AFLCMC,DHA_BA2_001,26,DHA,Service HQ,feasibility,8,4
Title10,,Medical,0.0,0.75,POM,funding,,,1.0,,,1.12,0.4,1.0,0.135,0.062802,1.0,1.18,6,1.0,0.88,,Medical,NonKinetic,6,,,,favorable,,,,GovContractor,fail,LM,DARPA,DHA_BA4_001,27,DHA,POC-User,functional_test,8,2
MIP,,ISR,0.0,1.0,POM,funding,,,1.0,,,1.08,0.4,1.0,0.225,0.091757,1.0,1.18,4,1.0,0.8,,MultiINT,Kinetic,4,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,DEVCOM,MIP_SENS_001,29,Defense Intel,Service HQ,prototype_demo,8,3
Title10,,Foundational_Science,0.0,1.0,UFR,funding,,,1.0,,,1.16,0.4,1.0,0.175,0.084318,1.0,1.18,8,1.0,0.88,,NA,NonKinetic,8,,,,favorable,,,,Commercial,fail,SAIC,DEVCOM,NAVY_BA2_002,34,Navy,Agency,feasibility,8,2
Title10,,Air_Dominance,0.0,1.0,ProgramBase,funding,,,1.0,,,1.14,0.4,1.0,0.25,0.118378,1.0,1.18,7,1.0,0.88,,NA,NonKinetic,7,,,,favorable,,,,Commercial,fail,LM,DEVCOM,AF_BA2_002,38,Air Force,Agency,feasibility,8,3
Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.02,0.4,1.0,0.15,0.06355,1.0,1.18,1,1.0,0.88,,ISR,Kinetic,1,,,,favorable,,,,Commercial,fail,NG,NRL,0603766E,1,DARPA,Service HQ,functional_test,9,4
Title10,,Foundational_Science,0.0,1.0,POM,funding,,,1.0,,,1.04,0.4,1.0,0.225,0.097194,1.0,1.18,2,1.0,0.88,,NA,NonKinetic,2,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,DEVCOM,OUSD_SCI_001,3,OUSD(R&E),POC-User,feasibility,9,2
Title10,,Strike,0.0,0.75,POM,funding,,,1.0,,,1.08,0.4,1.0,0.135,0.060559,1.0,1.18,4,1.0,0.88,,ISR,NonKinetic,4,,,,favorable,,,,Commercial,fail,None,NAVWAR,0603892C,4,MDA,POC-User,functional_test,9,4
Title10,,Sensors,0.0,1.0,ProgramBase,funding,,,1.0,,,1.02,0.4,1.0,0.25,0.105917,1.0,1.18,1,1.0,0.88,,ISR,NonKinetic,1,,,,favorable_with_caveats,,,,Commercial,fail,LM,AFLCMC,MDA_HYP_001,6,MDA,POC-User,prototype_demo,9,3
Title10,,Test_Ranges,0.0,0.75,ProgramBase,funding,,,1.0,,,1.16,0.4,1.0,0.15,0.072273,1.0,1.18,8,1.0,0.88,,NA,Kinetic,8,,,,favorable_with_caveats,,,,GovContractor,fail,NG,DARPA,NAVY_BA6_001,14,Navy,Service HQ,operational_test,9,2
Title10,,Air_Dominance,0.0,1.0,ProgramBase,funding,,,1.0,,,1.16,0.4,1.0,0.25,0.120454,1.0,1.18,8,1.0,0.88,,NA,NonKinetic,8,,,,favorable,,,,GovContractor,fail,NG,NAVWAR,AF_BA2_001,15,Air Force,POC-User,feasibility,9,4
Title10,,Autonomy_UxS,0.0,1.0,POM,funding,,,1.0,,,1.18,0.4,1.0,0.225,0.110278,1.0,1.18,9,1.0,0.88,,ISR,NonKinetic,9,,,,favorable,,,,Commercial,fail,NG,PEO C4I,AF_BA3_001,16,Air Force,Service HQ,prototype_demo,9,2
Title10;Title50,,Biotechnology,0.0,1.0,UFR,funding,,,1.0,,,1.14,0.4,1.0,0.175,0.082864,1.0,1.18,7,1.0,0.88,,CBRNE,NonKinetic,7,,,,favorable,,,,GovContractor,fail,SAIC,NRL,CBDP_BA3_001,24,CBDP,Service HQ,prototype_demo,9,4
Title10;Title50,,Sensors,0.0,0.75,ProgramBase,funding,,,1.0,,,1.18,0.4,1.0,0.15,0.073519,1.0,1.18,9,1.0,0.88,,CBRNE,Kinetic,9,,,,favorable,,,,Commercial,fail,LM,AFLCMC,CBDP_BA4_001,25,CBDP,Service HQ,functional_test,9,2
Title10,,Medical,0.0,1.0,Partner,funding,,,1.0,,,1.02,0.442225,1.0,0.1875,0.087823,1.0,1.18,1,1.0,0.88,,Medical,NonKinetic,1,,,,favorable_with_caveats,,,,Commercial,fail,NG,AFLCMC,DHA_BA2_001,26,DHA,Service HQ,feasibility,9,4
Title10,,Medical,0.0,0.75,POM,funding,,,1.0,,,1.14,0.4,1.0,0.135,0.063924,1.0,1.18,7,1.0,0.88,,Medical,NonKinetic,7,,,,favorable,,,,GovContractor,fail,LM,DARPA,DHA_BA4_001,27,DHA,POC-User,functional_test,9,2
MIP,,ISR,0.0,1.0,POM,funding,,,1.0,,,1.1,0.4,1.0,0.225,0.093456,1.0,1.18,5,1.0,0.8,,MultiINT,Kinetic,5,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,DEVCOM,MIP_SENS_001,29,Defense Intel,Service HQ,prototype_demo,9,3
Title10,,Foundational_Science,0.0,1.0,UFR,funding,,,1.0,,,1.18,0.4,1.0,0.175,0.085772,1.0,1.18,9,1.0,0.88,,NA,NonKinetic,9,,,,favorable,,,,Commercial,fail,SAIC,DEVCOM,NAVY_BA2_002,34,Navy,Agency,feasibility,9,2
Title10,,Air_Dominance,0.0,1.0,ProgramBase,funding,,,1.0,,,1.16,0.4,1.0,0.25,0.120454,1.0,1.18,8,1.0,0.88,,NA,NonKinetic,8,,,,favorable,,,,Commercial,fail,LM,DEVCOM,AF_BA2_002,38,Air Force,Agency,feasibility,9,3
